Turn, PlayerIndex, Control, HeroesDiscovered, HeroesClaimed, HeroesRecalled, DiscoveryOrder
23, 2, AI, 0, 0, 0, Rebuilding Discovery Order
23, 3, AI, 0, 0, 0, Rebuilding Discovery Order
23, 4, AI, 0, 0, 0, Rebuilding Discovery Order
23, 5, AI, 0, 0, 0, Rebuilding Discovery Order
23, 6, AI, 0, 0, 0, Rebuilding Discovery Order
23, 7, AI, 0, 0, 0, Rebuilding Discovery Order
23, 8, AI, 0, 0, 0, Rebuilding Discovery Order
23, 9, AI, 0, 0, 0, Rebuilding Discovery Order
24, 0, Human, 0, 0, 0, Rebuilding Discovery Order
24, 1, AI, 0, 0, 0, Rebuilding Discovery Order
24, 2, AI, 0, 0, 0, Rebuilding Discovery Order
24, 3, AI, 0, 0, 0, Rebuilding Discovery Order
24, 4, AI, 0, 0, 0, Rebuilding Discovery Order
24, 5, AI, 0, 0, 0, Rebuilding Discovery Order
24, 6, AI, 0, 0, 0, Rebuilding Discovery Order
24, 7, AI, 0, 0, 0, Rebuilding Discovery Order
24, 8, AI, 0, 0, 0, Rebuilding Discovery Order
24, 9, AI, 0, 0, 0, Rebuilding Discovery Order
25, 0, Human, 0, 0, 0, Rebuilding Discovery Order
25, 1, AI, 0, 0, 0, Rebuilding Discovery Order
25, 2, AI, 0, 0, 0, Rebuilding Discovery Order
25, 3, AI, 0, 0, 0, Rebuilding Discovery Order
25, 4, AI, 0, 0, 0, Rebuilding Discovery Order
25, 5, AI, 0, 0, 0, Rebuilding Discovery Order
25, 6, AI, 0, 0, 0, Rebuilding Discovery Order
25, 7, AI, 0, 0, 0, Rebuilding Discovery Order
25, 8, AI, 0, 0, 0, Rebuilding Discovery Order
25, 9, AI, 0, 0, 0, Rebuilding Discovery Order
26, 0, Human, 0, 0, 0, Rebuilding Discovery Order
26, 1, AI, 0, 0, 0, Rebuilding Discovery Order
26, 2, AI, 0, 0, 0, Rebuilding Discovery Order
26, 3, AI, 0, 0, 0, Rebuilding Discovery Order
26, 4, AI, 0, 0, 0, Rebuilding Discovery Order
26, 5, AI, 0, 0, 0, Rebuilding Discovery Order
26, 6, AI, 0, 0, 0, Rebuilding Discovery Order
26, 7, AI, 0, 0, 0, Rebuilding Discovery Order
26, 8, AI, 0, 0, 0, Rebuilding Discovery Order
26, 9, AI, 0, 0, 0, Rebuilding Discovery Order
27, 0, Human, 0, 0, 0, Rebuilding Discovery Order
27, 1, AI, 0, 0, 0, Rebuilding Discovery Order
27, 2, AI, 0, 0, 0, Rebuilding Discovery Order
27, 3, AI, 0, 0, 0, Rebuilding Discovery Order
27, 4, AI, 0, 0, 0, Rebuilding Discovery Order
27, 5, AI, 0, 0, 0, Rebuilding Discovery Order
27, 6, AI, 0, 0, 0, Rebuilding Discovery Order
27, 7, AI, 0, 0, 0, Rebuilding Discovery Order
27, 8, AI, 0, 0, 0, Rebuilding Discovery Order
27, 9, AI, 0, 0, 0, Rebuilding Discovery Order
28, 0, Human, 0, 0, 0, Rebuilding Discovery Order
28, 1, AI, 0, 0, 0, Rebuilding Discovery Order
28, 2, AI, 0, 0, 0, Rebuilding Discovery Order
28, 3, AI, 0, 0, 0, Rebuilding Discovery Order
28, 4, AI, 0, 0, 0, Rebuilding Discovery Order
28, 5, AI, 0, 0, 0, Rebuilding Discovery Order
28, 6, AI, 0, 0, 0, Rebuilding Discovery Order
28, 7, AI, 0, 0, 0, Rebuilding Discovery Order
28, 8, AI, 0, 0, 0, Rebuilding Discovery Order
28, 9, AI, 0, 0, 0, Rebuilding Discovery Order
29, 0, Human, 0, 0, 0, Rebuilding Discovery Order
29, 1, AI, 0, 0, 0, Rebuilding Discovery Order
29, 2, AI, 0, 0, 0, Rebuilding Discovery Order
29, 3, AI, 0, 0, 0, Rebuilding Discovery Order
29, 4, AI, 0, 0, 0, Rebuilding Discovery Order
29, 5, AI, 0, 0, 0, Rebuilding Discovery Order
29, 6, AI, 0, 0, 0, Rebuilding Discovery Order
29, 7, AI, 0, 0, 0, Rebuilding Discovery Order
29, 8, AI, 0, 0, 0, Rebuilding Discovery Order
29, 9, AI, 0, 0, 0, Rebuilding Discovery Order
30, 0, Human, 0, 0, 0, Rebuilding Discovery Order
30, 1, AI, 0, 0, 0, Rebuilding Discovery Order
30, 2, AI, 0, 0, 0, Rebuilding Discovery Order
30, 3, AI, 0, 0, 0, Rebuilding Discovery Order
30, 4, AI, 0, 0, 0, Rebuilding Discovery Order
30, 5, AI, 0, 0, 0, Rebuilding Discovery Order
30, 6, AI, 0, 0, 0, Rebuilding Discovery Order
30, 7, AI, 0, 0, 0, Rebuilding Discovery Order
30, 8, AI, 0, 0, 0, Rebuilding Discovery Order
30, 9, AI, 0, 0, 0, Rebuilding Discovery Order
31, 0, Human, 0, 0, 0, Rebuilding Discovery Order
31, 1, AI, 0, 0, 0, Rebuilding Discovery Order
31, 2, AI, 0, 0, 0, Rebuilding Discovery Order
31, 3, AI, 0, 0, 0, Rebuilding Discovery Order
31, 4, AI, 0, 0, 0, Rebuilding Discovery Order
31, 5, AI, 0, 0, 0, Rebuilding Discovery Order
31, 6, AI, 0, 0, 0, Rebuilding Discovery Order
31, 7, AI, 0, 0, 0, Rebuilding Discovery Order
31, 8, AI, 0, 0, 0, Rebuilding Discovery Order
31, 9, AI, 0, 0, 0, Rebuilding Discovery Order
32, 0, Human, 0, 0, 0, Rebuilding Discovery Order
32, 1, AI, 0, 0, 0, Rebuilding Discovery Order
32, 2, AI, 0, 0, 0, Rebuilding Discovery Order
32, 3, AI, 0, 0, 0, Rebuilding Discovery Order
32, 4, AI, 0, 0, 0, Rebuilding Discovery Order
32, 5, AI, 0, 0, 0, Rebuilding Discovery Order
32, 6, AI, 0, 0, 0, Rebuilding Discovery Order
32, 7, AI, 0, 0, 0, Rebuilding Discovery Order
32, 8, AI, 0, 0, 0, Rebuilding Discovery Order
32, 9, AI, 0, 0, 0, Rebuilding Discovery Order
33, 0, Human, 0, 0, 0, Rebuilding Discovery Order
33, 1, AI, 0, 0, 0, Rebuilding Discovery Order
33, 2, AI, 0, 0, 0, Rebuilding Discovery Order
33, 3, AI, 0, 0, 0, Rebuilding Discovery Order
33, 4, AI, 0, 0, 0, Rebuilding Discovery Order
33, 5, AI, 0, 0, 0, Rebuilding Discovery Order
33, 6, AI, 0, 0, 0, Rebuilding Discovery Order
33, 7, AI, 0, 0, 0, Rebuilding Discovery Order
33, 8, AI, 0, 0, 0, Rebuilding Discovery Order
33, 9, AI, 0, 0, 0, Rebuilding Discovery Order
34, 0, Human, 0, 0, 0, Rebuilding Discovery Order
34, 1, AI, 0, 0, 0, Rebuilding Discovery Order
34, 2, AI, 0, 0, 0, Rebuilding Discovery Order
34, 3, AI, 0, 0, 0, Rebuilding Discovery Order
34, 4, AI, 0, 0, 0, Rebuilding Discovery Order
34, 5, AI, 0, 0, 0, Rebuilding Discovery Order
34, 6, AI, 0, 0, 0, Rebuilding Discovery Order
34, 7, AI, 0, 0, 0, Rebuilding Discovery Order
34, 8, AI, 0, 0, 0, Rebuilding Discovery Order
34, 9, AI, 0, 0, 0, Rebuilding Discovery Order
35, 0, Human, 0, 0, 0, Rebuilding Discovery Order
35, 1, AI, 0, 0, 0, Rebuilding Discovery Order
35, 2, AI, 0, 0, 0, Rebuilding Discovery Order
35, 3, AI, 0, 0, 0, Rebuilding Discovery Order
35, 4, AI, 0, 0, 0, Rebuilding Discovery Order
35, 5, AI, 0, 0, 0, Rebuilding Discovery Order
35, 6, AI, 0, 0, 0, Rebuilding Discovery Order
35, 7, AI, 0, 0, 0, Rebuilding Discovery Order
35, 8, AI, 0, 0, 0, Rebuilding Discovery Order
35, 9, AI, 0, 0, 0, Rebuilding Discovery Order
36, 0, Human, 0, 0, 0, Rebuilding Discovery Order
36, 1, AI, 0, 0, 0, Rebuilding Discovery Order
36, 2, AI, 0, 0, 0, Rebuilding Discovery Order
36, 3, AI, 0, 0, 0, Rebuilding Discovery Order
36, 4, AI, 0, 0, 0, Rebuilding Discovery Order
36, 5, AI, 0, 0, 0, Rebuilding Discovery Order
36, 6, AI, 0, 0, 0, Rebuilding Discovery Order
36, 7, AI, 0, 0, 0, Rebuilding Discovery Order
36, 8, AI, 0, 0, 0, Rebuilding Discovery Order
36, 9, AI, 0, 0, 0, Rebuilding Discovery Order
37, 0, Human, 0, 0, 0, Rebuilding Discovery Order
37, 1, AI, 0, 0, 0, Rebuilding Discovery Order
37, 2, AI, 0, 0, 0, Rebuilding Discovery Order
37, 3, AI, 0, 0, 0, Rebuilding Discovery Order
37, 4, AI, 0, 0, 0, Rebuilding Discovery Order
37, 5, AI, 0, 0, 0, Rebuilding Discovery Order
37, 6, AI, 0, 0, 0, Rebuilding Discovery Order
37, 7, AI, 0, 0, 0, Rebuilding Discovery Order
37, 8, AI, 0, 0, 0, Rebuilding Discovery Order
37, 9, AI, 0, 0, 0, Rebuilding Discovery Order
38, 0, Human, 0, 0, 0, Rebuilding Discovery Order
38, 1, AI, 0, 0, 0, Rebuilding Discovery Order
38, 2, AI, 0, 0, 0, Rebuilding Discovery Order
38, 3, AI, 0, 0, 0, Rebuilding Discovery Order
38, 4, AI, 0, 0, 0, Rebuilding Discovery Order
38, 5, AI, 0, 0, 0, Rebuilding Discovery Order
38, 6, AI, 0, 0, 0, Rebuilding Discovery Order
38, 7, AI, 0, 0, 0, Rebuilding Discovery Order
38, 8, AI, 0, 0, 0, Rebuilding Discovery Order
38, 9, AI, 0, 0, 0, Rebuilding Discovery Order
39, 0, Human, 0, 0, 0, Rebuilding Discovery Order
39, 1, AI, 0, 0, 0, Rebuilding Discovery Order
39, 2, AI, 0, 0, 0, Rebuilding Discovery Order
39, 3, AI, 0, 0, 0, Rebuilding Discovery Order
39, 4, AI, 0, 0, 0, Rebuilding Discovery Order
